accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,isFraud,currentBalance,cardPresent,expirationDateKeyInMatch
107195122,107195122,250,108.04,2016-12-30 01:13:39,63.45,Shell Gas #477124,US,US,9.0,1.0,fuel,2019-01-04,,,975,975,2126,PURCHASE,False,141.96,True,False
858638949,858638949,50000,47708.94,2016-03-28 02:26:14,38.18,Convenient Tire,US,US,5.0,1.0,auto,2022-01-02,,,141,141,5601,PURCHASE,False,2291.06,True,False
937856632,937856632,1000,829.85,2016-09-02 05:03:48,105.64,Lyft,US,US,90.0,8.0,rideshare,2020-01-01,,,489,489,2966,PURCHASE,False,170.15,False,False
662857859,662857859,5000,3139.38,2016-06-14 01:47:24,121.19,ikea.com,US,US,2.0,1.0,furniture,2024-01-10,2015-09-11,2015-09-11,274,274,8913,PURCHASE,False,1860.62,True,False
765391137,765391137,500,167.29,2016-11-20 21:58:53,79.75,Tim Hortons #549244,US,US,9.0,1.0,fastfood,1931-01-08,,,439,439,4838,PURCHASE,False,332.71,True,False
994724602,994724602,15000,14295.21,2016-06-30 10:34:52,19.97,abc.com,US,US,90.0,1.0,online_subscriptions,2020-01-04,2014-07-12,2014-07-12,873,873,5780,PURCHASE,False,704.79,False,False
141194941,141194941,15000,12518.65,2016-05-10 18:36:22,58.73,34th BBQ #166379,US,US,9.0,99.0,food,2025-01-04,2012-11-12,2012-11-12,820,820,363,PURCHASE,False,2481.35,True,False
200778999,200778999,5000,3257.23,2016-02-02 03:25:19,56.37,EZ Putt Putt #804489,US,US,5.0,1.0,entertainment,2020-01-02,2010-09-06,2016-06-01,759,759,6983,PURCHASE,False,1742.77,True,False
289192253,289192253,15000,14341.07,2016-09-17 03:25:35,155.22,Sprint PCS #915313,US,US,2.0,1.0,cable/phone,2019-01-06,2013-11-07,2013-11-07,905,905,8072,PURCHASE,False,658.93,True,False
339981858,339981858,2500,2500.0,2016-10-03 13:43:19,649.74,Dinosaur Restaurant,US,US,9.0,1.0,food,2024-01-03,2015-02-08,2015-02-08,886,886,4769,PURCHASE,True,0.0,True,False
600385112,600385112,5000,1154.23,2016-06-18 19:45:57,171.38,Uber,US,US,9.0,1.0,rideshare,2023-01-04,,2016-09-06,342,342,8582,PURCHASE,False,3845.77,False,False
990764813,990764813,20000,7928.25,2016-12-19 02:37:24,23.5,EZ Putt Putt #503815,US,US,5.0,1.0,entertainment,2025-01-10,2015-10-01,2016-12-06,910,910,4008,REVERSAL,False,12071.75,True,False
745821857,745821857,5000,4913.35,2016-11-13 19:29:27,8.38,hulu.com,US,US,2.0,1.0,online_subscriptions,2018-01-09,2014-05-01,2014-05-01,943,943,8294,PURCHASE,False,86.65,False,False
990764813,990764813,20000,1777.62,2016-06-17 19:41:21,11.95,Regal Cinemas #276341,US,US,90.0,99.0,entertainment,2019-01-02,2015-10-01,2016-12-06,910,910,4008,PURCHASE,False,18222.38,True,False
387040271,387040271,5000,3128.67,2016-06-07 04:09:02,227.51,South Steakhouse #796913,US,US,9.0,1.0,food,2025-01-05,2011-06-12,2016-07-03,347,347,1972,PURCHASE,False,1871.33,True,False
144991614,144991614,15000,7574.97,2016-03-02 05:44:24,64.98,Lyft,US,US,5.0,1.0,rideshare,1930-01-01,2015-08-06,,988,988,244,PURCHASE,False,7425.03,False,False
472317736,472317736,5000,318.8,2016-02-24 00:27:10,280.86,staples.com,US,US,9.0,1.0,online_retail,2025-01-12,,,750,750,3616,PURCHASE,False,4681.2,False,False
422133103,422133103,50000,47294.69,2016-06-23 23:42:00,344.56,Wendys #723429,US,US,2.0,1.0,fastfood,2027-01-02,,,976,976,4991,PURCHASE,False,2705.31,True,False
928157330,928157330,5000,3893.26,2016-06-14 19:09:32,299.21,Mobile eCards,US,US,2.0,1.0,online_gifts,2023-01-03,2015-04-06,2015-04-06,810,810,9574,PURCHASE,False,1106.74,False,False
383968028,383968028,7500,6869.8,2016-01-04 05:07:03,2.28,pottery-barn.com,US,US,9.0,1.0,furniture,2025-01-07,,,794,794,5785,PURCHASE,False,630.2,True,False
230367962,230367962,500,359.23,2016-10-11 20:04:57,26.72,Franks Pub #86033,US,US,5.0,1.0,food,2020-01-09,2013-04-11,2013-04-11,114,114,5964,PURCHASE,False,140.77,True,False
235721673,235721673,5000,4299.26,2016-04-12 01:32:13,178.0,EZ Putt Putt #503815,US,US,9.0,1.0,entertainment,2019-01-01,,2016-10-03,397,397,9984,PURCHASE,False,700.74,True,False
200778999,200778999,5000,720.25,2016-07-12 09:40:52,493.66,alibaba.com,US,US,2.0,1.0,online_retail,2023-01-05,2010-09-06,,759,759,6983,PURCHASE,False,4279.75,False,False
318001076,318001076,50000,17147.44,2016-02-29 22:19:27,9.16,gap.com,US,US,5.0,1.0,online_retail,2024-01-12,2015-11-12,,633,633,1789,PURCHASE,False,32852.56,False,False
840594231,840594231,2500,267.47,2016-10-16 08:14:29,53.91,Next Day Online Services,US,US,5.0,8.0,online_gifts,2027-01-09,,,677,677,2777,PURCHASE,False,2232.53,False,False
173903557,173903557,250,250.0,2016-01-29 06:51:55,191.69,AMC #706324,US,US,2.0,8.0,entertainment,2023-01-07,,,799,799,0,PURCHASE,False,0.0,True,False
594665526,594665526,7500,1547.17,2016-06-02 20:12:01,108.93,Seattle News,US,US,5.0,1.0,subscriptions,1931-01-09,,,382,382,2942,PURCHASE,False,5952.83,True,False
546687602,546687602,7500,6982.28,2016-09-02 04:41:14,454.45,gap.com,US,US,2.0,8.0,online_retail,2029-01-02,2013-08-11,2013-08-11,850,850,1723,PURCHASE,False,517.72,False,False
919256400,919256400,50000,50000.0,2016-07-30 02:55:48,21.86,hulu.com,US,US,2.0,1.0,online_subscriptions,2023-01-01,2015-09-12,2015-09-12,753,753,475,PURCHASE,False,0.0,False,False
404256779,404256779,15000,14389.4,2016-09-30 16:46:57,76.88,alibaba.com,US,US,5.0,1.0,online_retail,2028-01-01,2015-05-06,,489,489,9972,PURCHASE,False,610.6,False,False
138608232,138608232,15000,7972.62,2016-03-15 18:56:38,210.58,Dunkin' Donuts #522548,US,US,5.0,1.0,fastfood,1931-01-02,,2016-04-03,728,728,7881,PURCHASE,False,7027.38,True,False
459291345,459291345,20000,10381.44,2016-08-09 05:08:11,153.74,apple.com,US,US,9.0,1.0,online_retail,2024-01-05,,2016-01-01,904,904,2505,PURCHASE,False,9618.56,False,False
806663900,806663900,500,110.46,2016-06-18 13:44:34,60.64,West End Beauty #26875,US,US,2.0,8.0,personal care,2018-01-11,,,989,989,9484,PURCHASE,False,389.54,True,False
214694571,214694571,7500,7304.94,2016-12-05 22:37:08,22.18,williamssonoma.com,US,US,5.0,1.0,furniture,2020-01-05,2013-02-05,2013-02-05,452,452,4080,PURCHASE,False,195.06,True,False
182040771,182040771,7500,1574.75,2016-06-18 08:29:54,40.95,1st Sandwitch Bar #119707,US,US,9.0,1.0,food,2023-01-06,,2016-03-02,323,323,7308,PURCHASE,False,5925.25,True,False
838085703,838085703,5000,522.76,2016-09-10 18:01:53,288.94,AMC #74121,US,US,9.0,1.0,entertainment,2025-01-01,,,625,625,4062,PURCHASE,False,4477.24,True,False
442756535,442756535,7500,5407.25,2016-11-24 07:44:05,63.07,Rodeway Inn #602775,US,US,9.0,8.0,hotels,2019-01-01,2014-06-06,,633,633,9884,PURCHASE,False,2092.75,True,False
453278214,453278214,7500,6125.15,2016-12-15 21:18:34,86.16,Universe Massage #84171,US,US,5.0,1.0,personal care,2019-01-07,2015-09-07,2015-09-07,619,619,2076,PURCHASE,False,1374.85,True,False
812328116,812328116,5000,842.32,2016-11-26 20:07:28,37.36,target.com,US,US,2.0,1.0,online_retail,2019-01-09,,,312,312,5335,PURCHASE,False,4157.68,False,False
827900443,827900443,7500,2800.22,2016-03-23 21:02:07,230.83,discount.com,US,US,5.0,1.0,online_retail,2024-01-09,2014-05-12,2014-05-12,854,854,5520,PURCHASE,False,4699.78,False,False
318001076,318001076,50000,22709.57,2016-12-29 08:04:53,175.02,walmart.com,US,US,2.0,8.0,online_retail,2028-01-09,2015-11-12,2016-10-12,633,633,1789,PURCHASE,False,27290.43,False,False
792317293,792317293,5000,4212.46,2016-08-30 12:16:45,410.05,amazon.com,US,US,9.0,1.0,online_retail,2026-01-09,,,135,135,3866,PURCHASE,False,787.54,False,False
752299461,752299461,10000,7434.41,2016-04-09 00:37:50,0.78,Hardee's #754695,US,US,5.0,1.0,fastfood,2019-01-04,,,261,261,7334,PURCHASE,False,2565.59,True,False
459291345,459291345,20000,1628.37,2016-07-07 22:44:50,38.75,cheapfast.com,US,US,5.0,1.0,online_retail,1931-01-09,,2016-01-01,904,904,2505,PURCHASE,False,18371.63,False,False
879179769,879179769,15000,1360.21,2016-11-18 16:05:15,66.28,amazon.com,US,US,2.0,8.0,online_retail,2020-01-04,,2016-10-07,517,517,8019,PURCHASE,False,13639.79,False,False
314506271,314506271,250,244.32,2016-02-08 01:16:42,266.13,Domino's Pizza #150260,US,US,5.0,1.0,fastfood,2021-01-06,,,815,815,2640,PURCHASE,False,5.68,False,False
357581317,357581317,5000,3863.02,2016-06-13 18:53:56,65.68,Rodeway Inn #987870,US,US,2.0,1.0,hotels,2028-01-05,2014-05-05,2014-05-05,260,260,5203,PURCHASE,False,1136.98,False,False
286132980,286132980,15000,14027.38,2016-02-15 19:09:27,275.5,Virgin Airlines,US,US,5.0,1.0,airline,2028-01-01,,,178,178,1493,PURCHASE,True,972.62,False,False
447957199,447957199,5000,4669.87,2016-09-05 02:07:00,131.84,Universe Massage #70014,US,US,2.0,8.0,personal care,2020-01-12,2014-09-12,,104,104,2100,PURCHASE,False,330.13,True,False
575764478,575764478,15000,14279.38,2016-08-11 10:02:45,197.66,EZ Putt Putt #755869,US,US,5.0,8.0,entertainment,2021-01-01,2014-04-12,2014-04-12,651,651,5817,PURCHASE,False,720.62,True,False
653674352,653674352,15000,12484.37,2016-08-08 20:47:42,20.97,gap.com,US,US,5.0,1.0,online_retail,2019-01-07,2015-07-12,2015-07-12,528,528,3870,PURCHASE,False,2515.63,False,False
901922840,901922840,20000,14842.95,2016-01-05 14:50:50,42.86,Washington Times,US,US,5.0,1.0,subscriptions,2025-01-08,2013-09-09,2016-04-01,713,713,1548,REVERSAL,False,5157.05,False,False
765970390,765970390,2500,1605.03,2016-09-18 10:17:50,50.5,American Airlines,US,US,9.0,1.0,airline,1931-01-06,2012-04-02,2012-04-02,554,554,6062,PURCHASE,False,894.97,False,False
300388261,300388261,5000,4990.67,2016-12-30 00:39:00,162.93,Burger King #984065,US,US,5.0,1.0,fastfood,2021-01-01,,,988,988,3220,PURCHASE,False,9.33,True,False
251837688,251837688,10000,9208.26,2016-02-14 19:02:18,63.46,Boston Fries,US,US,9.0,1.0,food,2024-01-12,,,738,738,3562,PURCHASE,False,791.74,True,False
812766812,812766812,20000,19632.11,2016-08-09 09:02:53,99.69,AMC #191138,US,US,2.0,1.0,entertainment,2021-01-06,,,239,239,3983,PURCHASE,False,367.89,True,False
182040771,182040771,7500,5625.49,2016-12-23 09:08:27,6.57,South Sandwitch Bar,US,US,90.0,1.0,food,2021-01-04,,,323,323,7308,PURCHASE,False,1874.51,True,False
585001940,585001940,7500,4217.38,2016-05-26 18:46:25,306.88,williamssonoma.com,US,US,5.0,1.0,furniture,2028-01-04,2015-02-04,2015-02-04,385,385,4743,PURCHASE,False,3282.62,True,False
717128593,717128593,10000,2276.58,2016-08-23 01:33:00,179.79,1st Sandwitch Bar #396252,US,US,9.0,1.0,food,1930-01-01,2013-07-04,,402,402,4804,PURCHASE,False,7723.42,True,False
278064853,278064853,500,346.08,2016-06-24 15:12:22,113.43,cheapfast.com,US,US,9.0,1.0,online_retail,2021-01-05,,,676,676,7267,PURCHASE,False,153.92,False,False
143498257,143498257,20000,16905.02,2016-06-09 15:35:48,0.0,Best Deli #109276,US,US,2.0,1.0,food,2019-01-08,,,164,164,6421,ADDRESS_VERIFICATION,False,3094.98,False,False
935058431,935058431,7500,809.02,2016-11-27 06:58:47,0.37,Best Pub,US,US,2.0,1.0,food,2022-01-11,,,926,926,6964,PURCHASE,False,6690.98,True,False
247722846,247722846,20000,19481.15,2016-01-30 23:02:05,420.65,Hyatt House #103613,US,US,5.0,1.0,hotels,2029-01-10,,,757,757,1507,PURCHASE,False,518.85,True,False
838148963,838148963,5000,449.67,2016-04-19 01:34:11,251.63,cheapfast.com,US,US,2.0,1.0,online_retail,2023-01-06,2015-09-06,2015-09-06,700,700,5884,PURCHASE,False,4550.33,False,False
703733318,703733318,15000,10109.44,2016-03-16 00:13:41,21.01,Universe Massage #206797,US,US,5.0,1.0,personal care,2021-01-02,,,537,537,1947,PURCHASE,False,4890.56,True,False
565432808,565432808,10000,8761.12,2016-06-17 20:07:03,160.01,Tim Hortons #701110,US,US,5.0,8.0,fastfood,2026-01-05,,,316,316,2007,PURCHASE,False,1238.88,True,False
513825633,513825633,20000,19222.38,2016-08-30 01:29:15,47.78,AMC #74121,US,US,2.0,1.0,entertainment,2026-01-03,2014-09-12,2014-09-12,573,573,6118,PURCHASE,False,777.62,True,False
536131078,536131078,1000,835.09,2016-04-20 20:00:35,49.28,Popeyes #415239,US,US,9.0,8.0,fastfood,1931-01-10,,,518,518,7841,PURCHASE,False,164.91,True,False
288790877,288790877,20000,15699.93,2016-12-10 02:31:26,103.73,South Cafe,US,US,9.0,8.0,food,2021-01-08,,,403,403,9875,PURCHASE,False,4300.07,True,False
453968401,453968401,7500,4614.68,2016-09-24 01:58:54,85.89,Krispy Kreme #375200,US,US,5.0,1.0,fastfood,1930-01-07,,,630,630,2003,PURCHASE,False,2885.32,True,False
329618478,329618478,250,250.0,2016-09-10 11:27:40,67.19,West End Beauty #234021,US,US,5.0,8.0,personal care,2027-01-02,,,848,848,5422,PURCHASE,False,0.0,True,False
946454216,946454216,5000,591.9,2016-11-06 16:46:26,238.32,Best Fries,US,US,5.0,1.0,food,2025-01-02,2010-01-08,2010-01-08,771,771,1533,PURCHASE,False,4408.1,True,False
866891588,866891588,1000,1000.0,2016-01-04 21:48:03,87.22,Popeyes #772032,US,US,5.0,1.0,fastfood,2019-01-03,,,547,547,4290,PURCHASE,False,0.0,True,False
253235369,253235369,250,129.75,2016-01-05 06:43:19,265.92,Los Angeles News,US,US,2.0,1.0,subscriptions,1931-01-12,,,615,615,5776,PURCHASE,False,120.25,False,False
863184460,863184460,5000,2472.01,2016-07-09 00:43:34,125.56,Uber,US,US,2.0,1.0,rideshare,2025-01-08,2015-05-12,2015-05-12,837,837,3702,PURCHASE,False,2527.99,False,False
792594328,792594328,7500,6879.29,2016-06-10 11:36:06,18.28,apple.com,US,US,2.0,1.0,online_retail,2025-01-01,2015-01-12,2015-01-12,177,177,1040,PURCHASE,False,620.71,False,False
341692686,341692686,7500,5259.9,2016-03-27 04:32:52,70.79,Ray's Fries #892291,US,US,5.0,1.0,food,2019-01-03,,,349,349,340,PURCHASE,False,2240.1,True,False
502127983,502127983,15000,1398.0,2016-11-29 14:38:22,262.21,Ray's Fries #745083,US,US,5.0,1.0,food,2023-01-01,2015-07-06,2015-07-06,328,328,929,PURCHASE,False,13602.0,True,False
481310282,481310282,250,59.72,2016-05-29 23:56:36,62.89,Uber,US,US,9.0,1.0,rideshare,2020-01-04,2011-08-10,2011-08-10,493,493,311,PURCHASE,False,190.28,False,False
877017103,877017103,5000,1351.39,2016-09-19 16:52:44,98.69,cheapfast.com,US,US,9.0,1.0,online_retail,1930-01-01,,,731,731,4690,PURCHASE,False,3648.61,False,False
351092180,351092180,2500,210.75,2016-10-15 13:32:47,84.69,Lyft,US,US,2.0,1.0,rideshare,2025-01-01,,,565,565,4204,PURCHASE,False,2289.25,False,False
500427148,500427148,20000,13103.22,2016-09-30 17:52:44,48.51,McDonalds #604303,US,US,5.0,8.0,fastfood,2020-01-03,2014-06-06,2016-05-05,201,201,1459,PURCHASE,False,6896.78,True,False
699790950,699790950,50000,47537.78,2016-12-29 01:48:34,6.41,Play Store,US,US,5.0,8.0,mobileapps,1932-01-01,,,411,411,6782,PURCHASE,False,2462.22,False,False
699026855,699026855,20000,14003.03,2016-01-25 15:33:12,29.82,cheapfast.com,US,US,2.0,1.0,online_retail,2025-01-09,2015-12-10,2015-12-10,445,445,8430,PURCHASE,False,5996.97,False,False
367283610,367283610,2500,2495.05,2016-06-02 03:54:02,398.7,Convenient Repair,US,US,5.0,1.0,auto,2021-01-09,2015-06-12,2015-06-12,413,413,4596,REVERSAL,False,4.95,True,False
837467061,837467061,7500,2217.82,2016-07-12 02:15:37,369.54,Washington News,US,US,9.0,1.0,subscriptions,1930-01-09,,,558,558,5107,PURCHASE,False,5282.18,False,False
857518277,857518277,250,218.15,2016-09-27 00:25:36,194.52,sears.com,US,US,9.0,8.0,online_retail,2026-01-03,,,774,774,5760,PURCHASE,False,31.85,False,False
822203001,822203001,5000,788.12,2016-01-26 09:38:40,422.93,Merchants Auto Services,US,US,5.0,1.0,auto,2027-01-06,2014-11-01,,180,180,6060,PURCHASE,False,4211.88,True,False
616028892,616028892,5000,3795.13,2016-07-14 14:14:42,18.38,cheapfast.com,US,US,5.0,1.0,online_retail,2028-01-08,2013-10-06,2013-10-06,633,633,6178,PURCHASE,False,1204.87,False,False
590267163,590267163,20000,19059.03,2016-04-13 15:40:07,222.58,AMC #191138,US,US,80.0,1.0,entertainment,2029-01-09,,,642,642,1264,PURCHASE,False,940.97,True,False
843697122,843697122,10000,7686.14,2016-06-10 06:16:16,844.27,apple.com,US,US,90.0,8.0,online_retail,2019-01-05,,,160,160,7228,PURCHASE,False,2313.86,False,False
712707413,712707413,15000,14218.17,2016-09-25 05:29:39,286.85,AMC #724446,US,US,5.0,1.0,entertainment,1931-01-09,,2016-12-09,262,262,7388,PURCHASE,False,781.83,False,False
671323720,671323720,7500,1534.22,2016-04-14 08:22:07,49.19,Franks Pub #632075,US,US,9.0,1.0,food,2018-01-12,,,106,106,6791,PURCHASE,False,5965.78,True,False
520717889,520717889,10000,7369.54,2016-12-05 13:02:28,278.43,In-N-Out #650793,US,US,5.0,1.0,fastfood,2021-01-02,2015-12-01,,465,465,5358,PURCHASE,False,2630.46,True,False
719873381,719873381,2500,774.89,2016-10-12 14:25:33,0.0,Popeyes #715524,US,US,5.0,1.0,fastfood,2020-01-12,,,986,986,2242,ADDRESS_VERIFICATION,False,1725.11,False,False
356326314,356326314,10000,4492.62,2016-02-09 08:52:14,47.04,sears.com,US,US,5.0,8.0,online_retail,2028-01-05,,,906,906,536,PURCHASE,False,5507.38,False,False
687974592,687974592,1000,319.59,2016-12-13 01:06:21,204.49,In-N-Out #974931,US,US,2.0,1.0,fastfood,2028-01-06,2013-05-05,,246,246,8487,PURCHASE,False,680.41,True,False
239875038,239875038,7500,1332.47,2016-06-19 14:22:38,380.33,Hilton Hotels #894027,US,US,9.0,1.0,hotels,2029-01-06,2015-12-03,,324,324,1437,PURCHASE,False,6167.53,True,False
676110370,676110370,2500,1882.51,2016-01-09 22:20:54,7.03,discount.com,US,US,5.0,8.0,online_retail,2027-01-06,,,532,532,3646,PURCHASE,False,617.49,False,False
313516794,313516794,2500,841.58,2016-03-11 03:35:30,266.55,Regal Cinemas #276341,MEX,MEX,9.0,1.0,entertainment,2025-01-01,,,525,525,7687,PURCHASE,False,1658.42,True,False
977949611,977949611,5000,3374.1,2016-01-12 03:29:15,3.35,Apple iTunes,US,US,9.0,1.0,mobileapps,2027-01-05,,,400,400,2747,PURCHASE,False,1625.9,False,False
829086036,829086036,5000,454.84,2016-07-01 14:54:35,15.84,1st Sandwitch Bar #941288,US,US,9.0,1.0,food,2026-01-11,,,853,853,2478,PURCHASE,False,4545.16,True,False
585001940,585001940,7500,7346.0,2016-07-01 20:54:01,55.6,Raymour Flanigan,US,US,9.0,1.0,furniture,2019-01-07,2015-02-04,2015-02-04,385,385,4743,PURCHASE,False,154.0,True,False
703243025,703243025,5000,1932.64,2016-11-04 01:36:20,22.84,Curves #909237,US,US,2.0,8.0,gym,2019-01-11,,,348,348,3171,PURCHASE,False,3067.36,True,False
712078115,712078115,500,149.3,2016-11-17 05:58:24,3.83,Fresh eCards,US,US,9.0,8.0,online_gifts,2019-01-11,,,365,365,6916,PURCHASE,False,350.7,False,False
103954795,103954795,2500,1936.83,2016-11-26 09:59:15,58.61,Shell Gas #393048,US,US,2.0,1.0,fuel,2021-01-07,2015-11-12,2015-11-12,488,488,8379,PURCHASE,False,563.17,True,False
558342763,558342763,250,105.59,2016-07-14 09:52:54,46.95,Lyft,US,US,5.0,1.0,rideshare,1931-01-11,,,847,847,7786,PURCHASE,False,144.41,False,False
360116559,360116559,5000,4804.73,2016-04-22 16:29:50,45.27,Merchants Auto Body,US,US,5.0,8.0,auto,2029-01-09,,,589,589,133,PURCHASE,False,195.27,True,False
858210058,858210058,500,246.17,2016-06-01 08:09:47,195.23,target.com,US,US,5.0,1.0,online_retail,2025-01-03,2015-01-11,2016-03-02,961,961,3556,PURCHASE,False,253.83,False,False
333625526,333625526,15000,8097.02,2016-04-18 20:12:20,0.09,KFC #790166,US,US,9.0,1.0,fastfood,2020-01-05,,,337,337,1379,PURCHASE,False,6902.98,True,False
433673878,433673878,15000,15000.0,2016-05-05 03:14:37,41.76,staples.com,US,US,5.0,8.0,online_retail,2018-01-09,,,542,542,2147,PURCHASE,False,0.0,False,False
754234861,754234861,1000,41.1,2016-10-10 15:46:31,9.48,ebay.com,US,US,2.0,1.0,online_retail,2029-01-02,2015-08-09,2015-08-09,739,739,4578,PURCHASE,False,958.9,False,False
782744512,782744512,2500,2252.28,2016-08-26 19:48:22,324.75,apple.com,US,US,9.0,1.0,online_retail,2023-01-12,,2016-11-08,176,176,7408,PURCHASE,True,247.72,False,False
917216469,917216469,15000,7319.31,2016-07-25 08:13:44,0.0,Dinosaur Sandwitch Bar #960325,US,US,2.0,1.0,food,1931-01-02,,,126,126,7872,ADDRESS_VERIFICATION,False,7680.69,False,False
851184105,851184105,15000,2606.82,2016-10-10 08:47:02,21.72,Uber,US,US,2.0,8.0,rideshare,2025-01-02,2014-04-02,2014-04-02,435,435,8740,PURCHASE,False,12393.18,False,False
791549692,791549692,7500,1289.12,2016-06-10 02:56:16,31.09,Hardee's #187642,US,US,90.0,8.0,fastfood,1932-01-01,,2016-12-01,674,674,6952,PURCHASE,False,6210.88,True,False
326308759,326308759,20000,16918.97,2016-10-06 19:04:45,188.59,Powerlifting #398064,US,US,2.0,1.0,health,2020-01-08,,2016-04-07,166,166,5800,PURCHASE,False,3081.03,False,False
971685006,971685006,50000,50000.0,2016-03-01 18:39:51,136.26,Uber,US,US,90.0,1.0,rideshare,2027-01-01,,,358,358,2154,PURCHASE,False,0.0,False,False
589642154,589642154,10000,1516.76,2016-09-16 03:28:26,10.02,South Steakhouse #157238,US,US,80.0,8.0,food,2029-01-09,,,416,416,1565,PURCHASE,False,8483.24,True,False
318856108,318856108,20000,19003.97,2016-06-27 06:34:26,173.78,Los Angeles News,US,US,9.0,8.0,subscriptions,2024-01-11,,2016-06-06,467,467,7528,PURCHASE,False,996.03,False,False
209204606,209204606,500,225.3,2016-12-12 23:30:37,0.0,cheapfast.com,US,US,9.0,1.0,online_retail,2022-01-01,,,984,984,5862,ADDRESS_VERIFICATION,False,274.7,False,False
849944666,849944666,15000,14766.61,2016-12-05 22:03:06,136.75,amazon.com,US,US,2.0,1.0,online_retail,2019-01-04,,,116,116,925,PURCHASE,False,233.39,False,False
917216469,917216469,15000,11487.57,2016-03-05 02:56:29,29.1,WSC #768146,US,US,5.0,1.0,health,1931-01-02,,2016-03-03,126,126,7872,PURCHASE,False,3512.43,True,False
291923299,291923299,500,31.28,2016-10-13 03:33:12,32.51,Lyft,US,US,5.0,99.0,rideshare,1931-01-02,,,636,636,0,PURCHASE,False,468.72,False,False
419684106,419684106,1000,1000.0,2016-12-04 16:17:37,13.38,Best Fries,US,US,5.0,1.0,food,2023-01-09,2015-12-12,2015-12-12,509,509,8304,PURCHASE,False,0.0,True,False
510104884,510104884,7500,3255.8,2016-10-06 13:28:06,140.22,oldnavy.com,US,US,90.0,1.0,online_retail,2021-01-05,,,633,633,3559,PURCHASE,False,4244.2,False,False
644273001,644273001,7500,7013.76,2016-03-06 20:47:26,27.34,Wendys #844078,US,US,9.0,1.0,fastfood,2029-01-07,2012-10-03,2012-10-03,116,116,7598,PURCHASE,False,486.24,True,False
119000601,119000601,20000,12042.03,2016-09-23 21:40:35,512.04,Subway #944279,Unknown,Unknown,2.0,1.0,fastfood,2019-01-02,,,523,523,6849,PURCHASE,True,7957.97,False,False
822203001,822203001,5000,4774.64,2016-06-01 02:39:44,46.78,Washington Auto Body,US,US,9.0,8.0,auto,2021-01-06,2014-11-01,,180,180,6060,PURCHASE,False,225.36,True,False
973681430,973681430,7500,4301.36,2016-09-30 07:04:02,239.39,Lyft,US,US,9.0,1.0,rideshare,1931-01-01,,,536,536,5323,PURCHASE,False,3198.64,False,False
409954274,409954274,7500,1694.54,2016-10-09 15:44:29,55.85,Hilton Hotels #41865,US,US,5.0,8.0,hotels,2024-01-01,2012-04-08,,873,873,9458,PURCHASE,False,5805.46,True,False
966326996,966326996,1000,226.24,2016-04-29 13:01:51,54.2,Mobil Gas #860755,US,US,5.0,1.0,fuel,1931-01-11,,,342,342,6729,PURCHASE,False,773.76,True,False
838085703,838085703,5000,262.69,2016-05-17 16:31:56,41.89,EZ Putt Putt #40513,US,US,9.0,8.0,entertainment,2020-01-03,,,625,625,4062,PURCHASE,False,4737.31,True,False
173544488,173544488,7500,7265.2,2016-06-08 04:36:36,298.41,AMC #724446,US,US,2.0,1.0,entertainment,2026-01-12,2014-12-04,,407,407,585,PURCHASE,False,234.8,True,False
901922840,901922840,20000,19210.51,2016-01-01 15:50:44,107.77,Chicago News,US,US,5.0,1.0,subscriptions,1931-01-04,2013-09-09,2013-09-09,713,713,1548,PURCHASE,False,789.49,False,False
980828253,980828253,15000,13143.61,2016-10-12 03:51:59,188.22,Blue Mountain eCards,US,US,5.0,1.0,online_gifts,2024-01-01,,,898,898,7900,PURCHASE,False,1856.39,False,False
878958633,878958633,7500,2239.87,2016-11-08 16:08:19,243.44,Lyft,US,US,5.0,8.0,rideshare,2021-01-01,,2016-09-09,212,212,7950,PURCHASE,False,5260.13,False,False
308161865,308161865,20000,16799.28,2016-05-14 10:02:59,2.76,apple.com,US,US,5.0,1.0,online_retail,2019-01-08,2014-07-03,2014-07-03,375,375,8687,PURCHASE,False,3200.72,False,False
258522817,258522817,20000,19042.92,2016-09-04 22:38:21,123.72,EZ Putt Putt #804489,US,US,2.0,1.0,entertainment,2028-01-03,,,132,132,5091,PURCHASE,False,957.08,False,False
468441453,468441453,10000,4481.56,2016-08-13 18:56:33,45.97,Uber,US,US,5.0,1.0,rideshare,2027-01-03,2014-05-02,,608,608,9093,PURCHASE,False,5518.44,False,False
450875656,450875656,20000,18880.93,2016-01-10 05:47:03,120.41,Oklahoma City Times,US,US,9.0,1.0,subscriptions,1930-01-06,2013-12-09,2013-12-09,889,889,9127,PURCHASE,False,1119.07,False,False
954822252,954822252,10000,9715.89,2016-04-20 22:02:44,3.37,Apple iTunes,US,US,5.0,1.0,mobileapps,1930-01-08,,,550,550,0,PURCHASE,False,284.11,False,False
314506271,314506271,250,68.7,2016-06-18 09:45:31,68.37,Quizno's #606921,US,US,5.0,99.0,fastfood,2019-01-01,,,815,815,2640,PURCHASE,False,181.3,True,False
252988564,252988564,15000,14460.78,2016-04-06 21:43:29,52.89,Subway #821396,US,US,9.0,1.0,fastfood,2026-01-11,,,941,941,5331,PURCHASE,False,539.22,True,False
